left_observation_id,right_observation_id,component,value,availability,normalization_method,source_fields,warnings
obs_e9c8066d01dd67e1f9d375ef,obs_9b1c5f0213d9d0fc1a3fff27,d_causal,0.3450324858047726,available,"bounded causal-depth, acyclicity, and order-compatibility differences",causal_summary,
obs_e9c8066d01dd67e1f9d375ef,obs_9b1c5f0213d9d0fc1a3fff27,d_inv,1.0,available,mean bounded relative numeric difference,invariant_summary,
obs_e9c8066d01dd67e1f9d375ef,obs_9b1c5f0213d9d0fc1a3fff27,d_spec,1.0,available,mean bounded relative low-mode descriptor difference,spectral_low_mode_summary,
obs_e9c8066d01dd67e1f9d375ef,obs_9b1c5f0213d9d0fc1a3fff27,d_struct,0.7121212121212122,available,edge-set Jaccard plus bounded edge-count drift,influence_edge_summary.edges|influence_edge_summary.edge_count,
obs_e9c8066d01dd67e1f9d375ef,obs_9b1c5f0213d9d0fc1a3fff27,d_time,0.35685941609977323,available,event-chain rank distance plus tau-grid normalized event-time drift,event_chain_summary.chain_signature|event_chain_summary.event_times,
obs_e9c8066d01dd67e1f9d375ef,obs_062eb3c1dd90468a63227d7f,d_addr,0.41666666666666663,available,operational address mismatch from dominant prefix/depth fields,branch_signature_id|address_summary,
obs_e9c8066d01dd67e1f9d375ef,obs_062eb3c1dd90468a63227d7f,d_causal,0.3451380958479046,available,"bounded causal-depth, acyclicity, and order-compatibility differences",causal_summary,
obs_e9c8066d01dd67e1f9d375ef,obs_062eb3c1dd90468a63227d7f,d_inv,1.0,available,mean bounded relative numeric difference,invariant_summary,
obs_e9c8066d01dd67e1f9d375ef,obs_062eb3c1dd90468a63227d7f,d_spec,1.0,available,mean bounded relative low-mode descriptor difference,spectral_low_mode_summary,
obs_e9c8066d01dd67e1f9d375ef,obs_062eb3c1dd90468a63227d7f,d_struct,0.5,available,edge-set Jaccard plus bounded edge-count drift,influence_edge_summary.edges|influence_edge_summary.edge_count,
obs_e9c8066d01dd67e1f9d375ef,obs_062eb3c1dd90468a63227d7f,d_time,0.44264929705215417,available,event-chain rank distance plus tau-grid normalized event-time drift,event_chain_summary.chain_signature|event_chain_summary.event_times,
obs_e9c8066d01dd67e1f9d375ef,obs_e93f92e26db8b9c29005cc9e,d_addr,0.41666666666666663,available,operational address mismatch from dominant prefix/depth fields,branch_signature_id|address_summary,
obs_e9c8066d01dd67e1f9d375ef,obs_e93f92e26db8b9c29005cc9e,d_causal,0.3451380958479046,available,"bounded causal-depth, acyclicity, and order-compatibility differences",causal_summary,
obs_e9c8066d01dd67e1f9d375ef,obs_e93f92e26db8b9c29005cc9e,d_inv,1.0,available,mean bounded relative numeric difference,invariant_summary,
obs_e9c8066d01dd67e1f9d375ef,obs_e93f92e26db8b9c29005cc9e,d_spec,1.0,available,mean bounded relative low-mode descriptor difference,spectral_low_mode_summary,
obs_e9c8066d01dd67e1f9d375ef,obs_e93f92e26db8b9c29005cc9e,d_struct,0.5,available,edge-set Jaccard plus bounded edge-count drift,influence_edge_summary.edges|influence_edge_summary.edge_count,
obs_e9c8066d01dd67e1f9d375ef,obs_e93f92e26db8b9c29005cc9e,d_time,0.35685941609977323,available,event-chain rank distance plus tau-grid normalized event-time drift,event_chain_summary.chain_signature|event_chain_summary.event_times,
obs_aabd161899dc613ecf88b1d9,obs_c21d789f14a613fc6b0083e2,d_addr,0.41666666666666663,available,operational address mismatch from dominant prefix/depth fields,branch_signature_id|address_summary,
obs_aabd161899dc613ecf88b1d9,obs_c21d789f14a613fc6b0083e2,d_causal,0.1809305454876118,available,"bounded causal-depth, acyclicity, and order-compatibility differences",causal_summary,
obs_aabd161899dc613ecf88b1d9,obs_c21d789f14a613fc6b0083e2,d_inv,0.24081863317341126,available,mean bounded relative numeric difference,invariant_summary,
obs_aabd161899dc613ecf88b1d9,obs_c21d789f14a613fc6b0083e2,d_spec,0.17090576126710755,available,mean bounded relative low-mode descriptor difference,spectral_low_mode_summary,
obs_aabd161899dc613ecf88b1d9,obs_c21d789f14a613fc6b0083e2,d_struct,0.6666666666666666,available,edge-set Jaccard plus bounded edge-count drift,influence_edge_summary.edges|influence_edge_summary.edge_count,
obs_aabd161899dc613ecf88b1d9,obs_c21d789f14a613fc6b0083e2,d_time,0.30139836734693876,available,event-chain rank distance plus tau-grid normalized event-time drift,event_chain_summary.chain_signature|event_chain_summary.event_times,
obs_aabd161899dc613ecf88b1d9,obs_afd8912a0e32fb71b5407b81,d_addr,0.5416666666666666,available,operational address mismatch from dominant prefix/depth fields,branch_signature_id|address_summary,
obs_aabd161899dc613ecf88b1d9,obs_afd8912a0e32fb71b5407b81,d_causal,0.34522401759836785,available,"bounded causal-depth, acyclicity, and order-compatibility differences",causal_summary,
obs_aabd161899dc613ecf88b1d9,obs_afd8912a0e32fb71b5407b81,d_inv,0.4879225494806554,available,mean bounded relative numeric difference,invariant_summary,
obs_aabd161899dc613ecf88b1d9,obs_afd8912a0e32fb71b5407b81,d_spec,0.3256655174528362,available,mean bounded relative low-mode descriptor difference,spectral_low_mode_summary,
obs_aabd161899dc613ecf88b1d9,obs_afd8912a0e32fb71b5407b81,d_struct,0.6666666666666666,available,edge-set Jaccard plus bounded edge-count drift,influence_edge_summary.edges|influence_edge_summary.edge_count,
obs_aabd161899dc613ecf88b1d9,obs_afd8912a0e32fb71b5407b81,d_time,0.31953892857142857,available,event-chain rank distance plus tau-grid normalized event-time drift,event_chain_summary.chain_signature|event_chain_summary.event_times,
obs_aabd161899dc613ecf88b1d9,obs_ed1f0ceddbbf708b259ea1a6,d_addr,0.41666666666666663,available,operational address mismatch from dominant prefix/depth fields,branch_signature_id|address_summary,
obs_aabd161899dc613ecf88b1d9,obs_ed1f0ceddbbf708b259ea1a6,d_causal,0.1809305454876118,available,"bounded causal-depth, acyclicity, and order-compatibility differences",causal_summary,
obs_aabd161899dc613ecf88b1d9,obs_ed1f0ceddbbf708b259ea1a6,d_inv,0.39698601419743945,available,mean bounded relative numeric difference,invariant_summary,
obs_aabd161899dc613ecf88b1d9,obs_ed1f0ceddbbf708b259ea1a6,d_spec,0.5638356776742423,available,mean bounded relative low-mode descriptor difference,spectral_low_mode_summary,
obs_aabd161899dc613ecf88b1d9,obs_ed1f0ceddbbf708b259ea1a6,d_struct,0.6666666666666666,available,edge-set Jaccard plus bounded edge-count drift,influence_edge_summary.edges|influence_edge_summary.edge_count,
obs_aabd161899dc613ecf88b1d9,obs_ed1f0ceddbbf708b259ea1a6,d_time,0.3544973469387755,available,event-chain rank distance plus tau-grid normalized event-time drift,event_chain_summary.chain_signature|event_chain_summary.event_times,
obs_aabd161899dc613ecf88b1d9,obs_46ade388243f3a4581ba4489,d_addr,0.5416666666666666,available,operational address mismatch from dominant prefix/depth fields,branch_signature_id|address_summary,
obs_aabd161899dc613ecf88b1d9,obs_46ade388243f3a4581ba4489,d_causal,0.34522401759836785,available,"bounded causal-depth, acyclicity, and order-compatibility differences",causal_summary,
obs_aabd161899dc613ecf88b1d9,obs_46ade388243f3a4581ba4489,d_inv,0.36057574302867645,available,mean bounded relative numeric difference,invariant_summary,
obs_aabd161899dc613ecf88b1d9,obs_46ade388243f3a4581ba4489,d_spec,0.5025124056877679,available,mean bounded relative low-mode descriptor difference,spectral_low_mode_summary,
obs_aabd161899dc613ecf88b1d9,obs_46ade388243f3a4581ba4489,d_struct,0.6666666666666666,available,edge-set Jaccard plus bounded edge-count drift,influence_edge_summary.edges|influence_edge_summary.edge_count,
obs_aabd161899dc613ecf88b1d9,obs_46ade388243f3a4581ba4489,d_time,0.37736205782312926,available,event-chain rank distance plus tau-grid normalized event-time drift,event_chain_summary.chain_signature|event_chain_summary.event_times,
obs_aabd161899dc613ecf88b1d9,obs_8de73c59341ac382087fba03,d_addr,0.41666666666666663,available,operational address mismatch from dominant prefix/depth fields,branch_signature_id|address_summary,
obs_aabd161899dc613ecf88b1d9,obs_8de73c59341ac382087fba03,d_causal,0.1690813169559468,available,"bounded causal-depth, acyclicity, and order-compatibility differences",causal_summary,
obs_aabd161899dc613ecf88b1d9,obs_8de73c59341ac382087fba03,d_inv,0.16666666666666666,available,mean bounded relative numeric difference,invariant_summary,
obs_aabd161899dc613ecf88b1d9,obs_8de73c59341ac382087fba03,d_spec,0.3333333333333333,available,mean bounded relative low-mode descriptor difference,spectral_low_mode_summary,
obs_aabd161899dc613ecf88b1d9,obs_8de73c59341ac382087fba03,d_struct,0.5,available,edge-set Jaccard plus bounded edge-count drift,influence_edge_summary.edges|influence_edge_summary.edge_count,
obs_aabd161899dc613ecf88b1d9,obs_8de73c59341ac382087fba03,d_time,0.2857142857142857,available,event-chain rank distance plus tau-grid normalized event-time drift,event_chain_summary.chain_signature|event_chain_summary.event_times,
obs_aabd161899dc613ecf88b1d9,obs_4b958084812d6435763f9a05,d_addr,0.47916666666666663,available,operational address mismatch from dominant prefix/depth fields,branch_signature_id|address_summary,
obs_aabd161899dc613ecf88b1d9,obs_4b958084812d6435763f9a05,d_causal,0.19776000981011044,available,"bounded causal-depth, acyclicity, and order-compatibility differences",causal_summary,
obs_aabd161899dc613ecf88b1d9,obs_4b958084812d6435763f9a05,d_inv,0.42676132118613164,available,mean bounded relative numeric difference,invariant_summary,
obs_aabd161899dc613ecf88b1d9,obs_4b958084812d6435763f9a05,d_spec,0.6098914816625313,available,mean bounded relative low-mode descriptor difference,spectral_low_mode_summary,
obs_aabd161899dc613ecf88b1d9,obs_4b958084812d6435763f9a05,d_struct,0.45454545454545453,available,edge-set Jaccard plus bounded edge-count drift,influence_edge_summary.edges|influence_edge_summary.edge_count,
obs_aabd161899dc613ecf88b1d9,obs_4b958084812d6435763f9a05,d_time,0.29950872448979593,available,event-chain rank distance plus tau-grid normalized event-time drift,event_chain_summary.chain_signature|event_chain_summary.event_times,
obs_aabd161899dc613ecf88b1d9,obs_ea0aca853f3046642f451b7d,d_addr,0.41666666666666663,available,operational address mismatch from dominant prefix/depth fields,branch_signature_id|address_summary,
obs_aabd161899dc613ecf88b1d9,obs_ea0aca853f3046642f451b7d,d_causal,0.1690813169559468,available,"bounded causal-depth, acyclicity, and order-compatibility differences",causal_summary,
obs_aabd161899dc613ecf88b1d9,obs_ea0aca853f3046642f451b7d,d_inv,0.39330113175198234,available,mean bounded relative numeric difference,invariant_summary,
obs_aabd161899dc613ecf88b1d9,obs_ea0aca853f3046642f451b7d,d_spec,0.6186980022110586,available,mean bounded relative low-mode descriptor difference,spectral_low_mode_summary,
obs_aabd161899dc613ecf88b1d9,obs_ea0aca853f3046642f451b7d,d_struct,0.45454545454545453,available,edge-set Jaccard plus bounded edge-count drift,influence_edge_summary.edges|influence_edge_summary.edge_count,
obs_aabd161899dc613ecf88b1d9,obs_ea0aca853f3046642f451b7d,d_time,0.34826151360544216,available,event-chain rank distance plus tau-grid normalized event-time drift,event_chain_summary.chain_signature|event_chain_summary.event_times,
obs_aabd161899dc613ecf88b1d9,obs_1163ec91dc845e4ed94d462a,d_addr,0.47916666666666663,available,operational address mismatch from dominant prefix/depth fields,branch_signature_id|address_summary,
obs_aabd161899dc613ecf88b1d9,obs_1163ec91dc845e4ed94d462a,d_causal,0.19776000981011044,available,"bounded causal-depth, acyclicity, and order-compatibility differences",causal_summary,
obs_aabd161899dc613ecf88b1d9,obs_1163ec91dc845e4ed94d462a,d_inv,0.395373380443202,available,mean bounded relative numeric difference,invariant_summary,
obs_aabd161899dc613ecf88b1d9,obs_1163ec91dc845e4ed94d462a,d_spec,0.555515355973704,available,mean bounded relative low-mode descriptor difference,spectral_low_mode_summary,
obs_aabd161899dc613ecf88b1d9,obs_1163ec91dc845e4ed94d462a,d_struct,0.45454545454545453,available,edge-set Jaccard plus bounded edge-count drift,influence_edge_summary.edges|influence_edge_summary.edge_count,
obs_aabd161899dc613ecf88b1d9,obs_1163ec91dc845e4ed94d462a,d_time,0.3544973469387755,available,event-chain rank distance plus tau-grid normalized event-time drift,event_chain_summary.chain_signature|event_chain_summary.event_times,
obs_aabd161899dc613ecf88b1d9,obs_d6eeaa59b08b0f1c4897f8db,d_addr,0.41666666666666663,available,operational address mismatch from dominant prefix/depth fields,branch_signature_id|address_summary,
obs_aabd161899dc613ecf88b1d9,obs_d6eeaa59b08b0f1c4897f8db,d_causal,0.18013224301492708,available,"bounded causal-depth, acyclicity, and order-compatibility differences",causal_summary,
obs_aabd161899dc613ecf88b1d9,obs_d6eeaa59b08b0f1c4897f8db,d_inv,0.2094777113961096,available,mean bounded relative numeric difference,invariant_summary,
obs_aabd161899dc613ecf88b1d9,obs_d6eeaa59b08b0f1c4897f8db,d_spec,0.6389671457546271,available,mean bounded relative low-mode descriptor difference,spectral_low_mode_summary,
obs_aabd161899dc613ecf88b1d9,obs_d6eeaa59b08b0f1c4897f8db,d_struct,0.6666666666666666,available,edge-set Jaccard plus bounded edge-count drift,influence_edge_summary.edges|influence_edge_summary.edge_count,
obs_aabd161899dc613ecf88b1d9,obs_d6eeaa59b08b0f1c4897f8db,d_time,0.29459561224489794,available,event-chain rank distance plus tau-grid normalized event-time drift,event_chain_summary.chain_signature|event_chain_summary.event_times,
obs_aabd161899dc613ecf88b1d9,obs_86701919f4db014d1d236f54,d_addr,0.41666666666666663,available,operational address mismatch from dominant prefix/depth fields,branch_signature_id|address_summary,
obs_aabd161899dc613ecf88b1d9,obs_86701919f4db014d1d236f54,d_causal,0.17119945774310436,available,"bounded causal-depth, acyclicity, and order-compatibility differences",causal_summary,
obs_aabd161899dc613ecf88b1d9,obs_86701919f4db014d1d236f54,d_inv,0.10732574890837765,available,mean bounded relative numeric difference,invariant_summary,
obs_aabd161899dc613ecf88b1d9,obs_86701919f4db014d1d236f54,d_spec,0.29713474520209854,available,mean bounded relative low-mode descriptor difference,spectral_low_mode_summary,
obs_aabd161899dc613ecf88b1d9,obs_86701919f4db014d1d236f54,d_struct,0.5,available,edge-set Jaccard plus bounded edge-count drift,influence_edge_summary.edges|influence_edge_summary.edge_count,
obs_aabd161899dc613ecf88b1d9,obs_86701919f4db014d1d236f54,d_time,0.2879818537414966,available,event-chain rank distance plus tau-grid normalized event-time drift,event_chain_summary.chain_signature|event_chain_summary.event_times,
obs_aabd161899dc613ecf88b1d9,obs_8c347ec96417e5677cdb8ad0,d_addr,0.41666666666666663,available,operational address mismatch from dominant prefix/depth fields,branch_signature_id|address_summary,
obs_aabd161899dc613ecf88b1d9,obs_8c347ec96417e5677cdb8ad0,d_causal,0.18013224301492708,available,"bounded causal-depth, acyclicity, and order-compatibility differences",causal_summary,
obs_aabd161899dc613ecf88b1d9,obs_8c347ec96417e5677cdb8ad0,d_inv,0.39793808383049933,available,mean bounded relative numeric difference,invariant_summary,
obs_aabd161899dc613ecf88b1d9,obs_8c347ec96417e5677cdb8ad0,d_spec,0.6657026654370698,available,mean bounded relative low-mode descriptor difference,spectral_low_mode_summary,
obs_aabd161899dc613ecf88b1d9,obs_8c347ec96417e5677cdb8ad0,d_struct,0.6666666666666666,available,edge-set Jaccard plus bounded edge-count drift,influence_edge_summary.edges|influence_edge_summary.edge_count,
obs_aabd161899dc613ecf88b1d9,obs_8c347ec96417e5677cdb8ad0,d_time,0.34826151360544216,available,event-chain rank distance plus tau-grid normalized event-time drift,event_chain_summary.chain_signature|event_chain_summary.event_times,
obs_aabd161899dc613ecf88b1d9,obs_624a249c44d428f10aa73463,d_addr,0.41666666666666663,available,operational address mismatch from dominant prefix/depth fields,branch_signature_id|address_summary,
obs_aabd161899dc613ecf88b1d9,obs_624a249c44d428f10aa73463,d_causal,0.17119945774310436,available,"bounded causal-depth, acyclicity, and order-compatibility differences",causal_summary,
obs_aabd161899dc613ecf88b1d9,obs_624a249c44d428f10aa73463,d_inv,0.3984210787424696,available,mean bounded relative numeric difference,invariant_summary,
obs_aabd161899dc613ecf88b1d9,obs_624a249c44d428f10aa73463,d_spec,0.6037310126977015,available,mean bounded relative low-mode descriptor difference,spectral_low_mode_summary,
obs_aabd161899dc613ecf88b1d9,obs_624a249c44d428f10aa73463,d_struct,0.45454545454545453,available,edge-set Jaccard plus bounded edge-count drift,influence_edge_summary.edges|influence_edge_summary.edge_count,
obs_aabd161899dc613ecf88b1d9,obs_624a249c44d428f10aa73463,d_time,0.3544973469387755,available,event-chain rank distance plus tau-grid normalized event-time drift,event_chain_summary.chain_signature|event_chain_summary.event_times,
obs_aabd161899dc613ecf88b1d9,obs_e43b79a2ef68469ae989ae1e,d_addr,0.3333333333333333,available,operational address mismatch from dominant prefix/depth fields,branch_signature_id|address_summary,
obs_aabd161899dc613ecf88b1d9,obs_e43b79a2ef68469ae989ae1e,d_causal,0.1809305454876118,available,"bounded causal-depth, acyclicity, and order-compatibility differences",causal_summary,
obs_aabd161899dc613ecf88b1d9,obs_e43b79a2ef68469ae989ae1e,d_inv,0.24081863317341126,available,mean bounded relative numeric difference,invariant_summary,
obs_aabd161899dc613ecf88b1d9,obs_e43b79a2ef68469ae989ae1e,d_spec,0.17090576126710755,available,mean bounded relative low-mode descriptor difference,spectral_low_mode_summary,
obs_aabd161899dc613ecf88b1d9,obs_e43b79a2ef68469ae989ae1e,d_struct,0.7121212121212122,available,edge-set Jaccard plus bounded edge-count drift,influence_edge_summary.edges|influence_edge_summary.edge_count,
obs_aabd161899dc613ecf88b1d9,obs_e43b79a2ef68469ae989ae1e,d_time,0.20616027210884352,available,event-chain rank distance plus tau-grid normalized event-time drift,event_chain_summary.chain_signature|event_chain_summary.event_times,
obs_aabd161899dc613ecf88b1d9,obs_c887eb3bf0ab4011d4084e3a,d_addr,0.3333333333333333,available,operational address mismatch from dominant prefix/depth fields,branch_signature_id|address_summary,
obs_aabd161899dc613ecf88b1d9,obs_c887eb3bf0ab4011d4084e3a,d_causal,0.1809305454876118,available,"bounded causal-depth, acyclicity, and order-compatibility differences",causal_summary,
obs_aabd161899dc613ecf88b1d9,obs_c887eb3bf0ab4011d4084e3a,d_inv,0.39698601419743945,available,mean bounded relative numeric difference,invariant_summary,
obs_aabd161899dc613ecf88b1d9,obs_c887eb3bf0ab4011d4084e3a,d_spec,0.5638356776742423,available,mean bounded relative low-mode descriptor difference,spectral_low_mode_summary,
obs_aabd161899dc613ecf88b1d9,obs_c887eb3bf0ab4011d4084e3a,d_struct,0.7121212121212122,available,edge-set Jaccard plus bounded edge-count drift,influence_edge_summary.edges|influence_edge_summary.edge_count,
obs_aabd161899dc613ecf88b1d9,obs_c887eb3bf0ab4011d4084e3a,d_time,0.28306877551020404,available,event-chain rank distance plus tau-grid normalized event-time drift,event_chain_summary.chain_signature|event_chain_summary.event_times,
obs_aabd161899dc613ecf88b1d9,obs_57e35110e54898bdbe032c98,d_addr,0.3333333333333333,available,operational address mismatch from dominant prefix/depth fields,branch_signature_id|address_summary,
obs_aabd161899dc613ecf88b1d9,obs_57e35110e54898bdbe032c98,d_causal,0.1690813169559468,available,"bounded causal-depth, acyclicity, and order-compatibility differences",causal_summary,
obs_aabd161899dc613ecf88b1d9,obs_57e35110e54898bdbe032c98,d_inv,0.16666666666666666,available,mean bounded relative numeric difference,invariant_summary,
obs_aabd161899dc613ecf88b1d9,obs_57e35110e54898bdbe032c98,d_spec,0.3333333333333333,available,mean bounded relative low-mode descriptor difference,spectral_low_mode_summary,
obs_aabd161899dc613ecf88b1d9,obs_57e35110e54898bdbe032c98,d_struct,0.5,available,edge-set Jaccard plus bounded edge-count drift,influence_edge_summary.edges|influence_edge_summary.edge_count,
obs_aabd161899dc613ecf88b1d9,obs_57e35110e54898bdbe032c98,d_time,0.19047619047619047,available,event-chain rank distance plus tau-grid normalized event-time drift,event_chain_summary.chain_signature|event_chain_summary.event_times,
obs_aabd161899dc613ecf88b1d9,obs_2d439625692f7d83d54dd8c5,d_addr,0.3333333333333333,available,operational address mismatch from dominant prefix/depth fields,branch_signature_id|address_summary,
obs_aabd161899dc613ecf88b1d9,obs_2d439625692f7d83d54dd8c5,d_causal,0.1690813169559468,available,"bounded causal-depth, acyclicity, and order-compatibility differences",causal_summary,
obs_aabd161899dc613ecf88b1d9,obs_2d439625692f7d83d54dd8c5,d_inv,0.39330113175198234,available,mean bounded relative numeric difference,invariant_summary,
obs_aabd161899dc613ecf88b1d9,obs_2d439625692f7d83d54dd8c5,d_spec,0.6186980022110586,available,mean bounded relative low-mode descriptor difference,spectral_low_mode_summary,
obs_aabd161899dc613ecf88b1d9,obs_2d439625692f7d83d54dd8c5,d_struct,0.5,available,edge-set Jaccard plus bounded edge-count drift,influence_edge_summary.edges|influence_edge_summary.edge_count,
obs_aabd161899dc613ecf88b1d9,obs_2d439625692f7d83d54dd8c5,d_time,0.2768329421768707,available,event-chain rank distance plus tau-grid normalized event-time drift,event_chain_summary.chain_signature|event_chain_summary.event_times,
obs_aabd161899dc613ecf88b1d9,obs_ee93d740f305035b42ac22c5,d_addr,0.3333333333333333,available,operational address mismatch from dominant prefix/depth fields,branch_signature_id|address_summary,
obs_aabd161899dc613ecf88b1d9,obs_ee93d740f305035b42ac22c5,d_causal,0.18013224301492708,available,"bounded causal-depth, acyclicity, and order-compatibility differences",causal_summary,
obs_aabd161899dc613ecf88b1d9,obs_ee93d740f305035b42ac22c5,d_inv,0.2094777113961096,available,mean bounded relative numeric difference,invariant_summary,
obs_aabd161899dc613ecf88b1d9,obs_ee93d740f305035b42ac22c5,d_spec,0.6389671457546271,available,mean bounded relative low-mode descriptor difference,spectral_low_mode_summary,
obs_aabd161899dc613ecf88b1d9,obs_ee93d740f305035b42ac22c5,d_struct,0.7121212121212122,available,edge-set Jaccard plus bounded edge-count drift,influence_edge_summary.edges|influence_edge_summary.edge_count,
obs_aabd161899dc613ecf88b1d9,obs_ee93d740f305035b42ac22c5,d_time,0.1993575170068027,available,event-chain rank distance plus tau-grid normalized event-time drift,event_chain_summary.chain_signature|event_chain_summary.event_times,
obs_aabd161899dc613ecf88b1d9,obs_590502ed80ee4f9526a00243,d_addr,0.3333333333333333,available,operational address mismatch from dominant prefix/depth fields,branch_signature_id|address_summary,
obs_aabd161899dc613ecf88b1d9,obs_590502ed80ee4f9526a00243,d_causal,0.18013224301492708,available,"bounded causal-depth, acyclicity, and order-compatibility differences",causal_summary,
obs_aabd161899dc613ecf88b1d9,obs_590502ed80ee4f9526a00243,d_inv,0.39793808383049933,available,mean bounded relative numeric difference,invariant_summary,
obs_aabd161899dc613ecf88b1d9,obs_590502ed80ee4f9526a00243,d_spec,0.6657026654370698,available,mean bounded relative low-mode descriptor difference,spectral_low_mode_summary,
obs_aabd161899dc613ecf88b1d9,obs_590502ed80ee4f9526a00243,d_struct,0.7121212121212122,available,edge-set Jaccard plus bounded edge-count drift,influence_edge_summary.edges|influence_edge_summary.edge_count,
obs_aabd161899dc613ecf88b1d9,obs_590502ed80ee4f9526a00243,d_time,0.2768329421768707,available,event-chain rank distance plus tau-grid normalized event-time drift,event_chain_summary.chain_signature|event_chain_summary.event_times,
obs_aabd161899dc613ecf88b1d9,obs_cd8cd88cb9618af0705bbf06,d_addr,0.3333333333333333,available,operational address mismatch from dominant prefix/depth fields,branch_signature_id|address_summary,
obs_aabd161899dc613ecf88b1d9,obs_cd8cd88cb9618af0705bbf06,d_causal,0.1809305454876118,available,"bounded causal-depth, acyclicity, and order-compatibility differences",causal_summary,
obs_aabd161899dc613ecf88b1d9,obs_cd8cd88cb9618af0705bbf06,d_inv,0.24081863317341126,available,mean bounded relative numeric difference,invariant_summary,
obs_aabd161899dc613ecf88b1d9,obs_cd8cd88cb9618af0705bbf06,d_spec,0.17090576126710755,available,mean bounded relative low-mode descriptor difference,spectral_low_mode_summary,
obs_aabd161899dc613ecf88b1d9,obs_cd8cd88cb9618af0705bbf06,d_struct,0.7121212121212122,available,edge-set Jaccard plus bounded edge-count drift,influence_edge_summary.edges|influence_edge_summary.edge_count,
obs_aabd161899dc613ecf88b1d9,obs_cd8cd88cb9618af0705bbf06,d_time,0.20616027210884352,available,event-chain rank distance plus tau-grid normalized event-time drift,event_chain_summary.chain_signature|event_chain_summary.event_times,
obs_aabd161899dc613ecf88b1d9,obs_448f4e11eb5a27dd4f60b644,d_addr,0.3333333333333333,available,operational address mismatch from dominant prefix/depth fields,branch_signature_id|address_summary,
obs_aabd161899dc613ecf88b1d9,obs_448f4e11eb5a27dd4f60b644,d_causal,0.1809305454876118,available,"bounded causal-depth, acyclicity, and order-compatibility differences",causal_summary,
obs_aabd161899dc613ecf88b1d9,obs_448f4e11eb5a27dd4f60b644,d_inv,0.39698601419743945,available,mean bounded relative numeric difference,invariant_summary,
obs_aabd161899dc613ecf88b1d9,obs_448f4e11eb5a27dd4f60b644,d_spec,0.5638356776742423,available,mean bounded relative low-mode descriptor difference,spectral_low_mode_summary,
obs_aabd161899dc613ecf88b1d9,obs_448f4e11eb5a27dd4f60b644,d_struct,0.7121212121212122,available,edge-set Jaccard plus bounded edge-count drift,influence_edge_summary.edges|influence_edge_summary.edge_count,
obs_aabd161899dc613ecf88b1d9,obs_448f4e11eb5a27dd4f60b644,d_time,0.28306877551020404,available,event-chain rank distance plus tau-grid normalized event-time drift,event_chain_summary.chain_signature|event_chain_summary.event_times,
obs_aabd161899dc613ecf88b1d9,obs_fa7bd1db2d6a1d5f66733a16,d_addr,0.3333333333333333,available,operational address mismatch from dominant prefix/depth fields,branch_signature_id|address_summary,
obs_aabd161899dc613ecf88b1d9,obs_fa7bd1db2d6a1d5f66733a16,d_causal,0.1690813169559468,available,"bounded causal-depth, acyclicity, and order-compatibility differences",causal_summary,
obs_aabd161899dc613ecf88b1d9,obs_fa7bd1db2d6a1d5f66733a16,d_inv,0.16666666666666666,available,mean bounded relative numeric difference,invariant_summary,
obs_aabd161899dc613ecf88b1d9,obs_fa7bd1db2d6a1d5f66733a16,d_spec,0.3333333333333333,available,mean bounded relative low-mode descriptor difference,spectral_low_mode_summary,
obs_aabd161899dc613ecf88b1d9,obs_fa7bd1db2d6a1d5f66733a16,d_struct,0.5,available,edge-set Jaccard plus bounded edge-count drift,influence_edge_summary.edges|influence_edge_summary.edge_count,
obs_aabd161899dc613ecf88b1d9,obs_fa7bd1db2d6a1d5f66733a16,d_time,0.19047619047619047,available,event-chain rank distance plus tau-grid normalized event-time drift,event_chain_summary.chain_signature|event_chain_summary.event_times,
obs_aabd161899dc613ecf88b1d9,obs_3f3cbf5fee77e89478120a3b,d_addr,0.3333333333333333,available,operational address mismatch from dominant prefix/depth fields,branch_signature_id|address_summary,
obs_aabd161899dc613ecf88b1d9,obs_3f3cbf5fee77e89478120a3b,d_causal,0.1690813169559468,available,"bounded causal-depth, acyclicity, and order-compatibility differences",causal_summary,
obs_aabd161899dc613ecf88b1d9,obs_3f3cbf5fee77e89478120a3b,d_inv,0.39330113175198234,available,mean bounded relative numeric difference,invariant_summary,
obs_aabd161899dc613ecf88b1d9,obs_3f3cbf5fee77e89478120a3b,d_spec,0.6186980022110586,available,mean bounded relative low-mode descriptor difference,spectral_low_mode_summary,
obs_aabd161899dc613ecf88b1d9,obs_3f3cbf5fee77e89478120a3b,d_struct,0.5,available,edge-set Jaccard plus bounded edge-count drift,influence_edge_summary.edges|influence_edge_summary.edge_count,
obs_aabd161899dc613ecf88b1d9,obs_3f3cbf5fee77e89478120a3b,d_time,0.2768329421768707,available,event-chain rank distance plus tau-grid normalized event-time drift,event_chain_summary.chain_signature|event_chain_summary.event_times,
obs_aabd161899dc613ecf88b1d9,obs_ddbc298f7c4df1aede53d5d6,d_addr,0.3333333333333333,available,operational address mismatch from dominant prefix/depth fields,branch_signature_id|address_summary,
obs_aabd161899dc613ecf88b1d9,obs_ddbc298f7c4df1aede53d5d6,d_causal,0.18013224301492708,available,"bounded causal-depth, acyclicity, and order-compatibility differences",causal_summary,
obs_aabd161899dc613ecf88b1d9,obs_ddbc298f7c4df1aede53d5d6,d_inv,0.2094777113961096,available,mean bounded relative numeric difference,invariant_summary,
